Order ID,Product Name,Category,Price,Quantity Sold,Total Sales,Order Date,Customer ID,Region
1155,Crime,Home & Kitchen,268.25,7,1877.75,2022-09-06,10528,North
1156,Artist,Electronics,218.78,3,656.34,2022-10-27,10051,North
1157,Avoid,Sports,74.05,3,222.15,2023-05-20,10645,West
1158,Should,Books,444.44,8,3555.52,2024-05-31,10722,West
1159,Under,Electronics,230.39,8,1843.12,2024-03-28,10324,South
1160,Set,Home & Kitchen,105.37,1,105.37,2023-06-02,10991,West
1161,Study,Home & Kitchen,190.2,2,380.4,2023-07-26,10969,North
1162,Science,Electronics,212.92,8,1703.36,2024-05-20,10904,West
1163,Finish,Books,415.49,1,415.49,2024-02-28,10730,East
1164,Thought,Electronics,369.47,8,2955.76,2023-08-10,10716,East
1165,Today,Home & Kitchen,386.96,8,3095.68,2023-04-09,10722,South
1166,Art,Apparel,15.41,2,30.82,2023-01-11,10276,North
1167,Deep,Sports,213.92,4,855.68,2023-03-23,10535,East
1168,Specific,Home & Kitchen,245.86,6,1475.16,2024-02-24,10485,West
1169,Cold,Electronics,19.4,9,174.6,2022-08-25,10515,East
1170,Set,Sports,137.31,8,1098.48,2023-08-27,10151,East
1171,Difficult,Electronics,382.54,8,3060.32,2024-07-21,10954,South
1172,Admit,Electronics,77.18,7,540.26,2023-09-09,10482,West
1173,Large,Apparel,272.3,9,2450.7,2023-02-15,10258,West
1174,Up,Sports,115.45,2,230.9,2024-06-08,10323,West
1175,Carry,Sports,15.94,3,47.82,2024-05-20,10868,South
1176,Bill,Apparel,128.19,8,1025.52,2024-01-16,10167,West
1177,Loss,Home & Kitchen,488.18,6,2929.08,2022-09-16,10687,West
1178,Always,Electronics,402.75,9,3624.75,2024-05-26,10309,East
1179,These,Books,480.19,4,1920.76,2023-10-03,10802,East
1180,Over,Electronics,249.05,8,1992.4,2023-10-09,10478,West
1181,Doctor,Electronics,63.77,3,191.31,2022-12-20,10055,North
1182,Subject,Home & Kitchen,278.5,3,835.5,2024-05-07,10619,North
1183,Strong,Electronics,232.64,8,1861.12,2024-01-04,10472,West
1184,Surface,Apparel,423.73,5,2118.65,2023-12-03,10295,North
1185,Just,Apparel,58.06,3,174.18,2024-03-20,10460,South
1186,Trial,Sports,249.24,1,249.24,2023-10-25,10323,East
1187,Both,Books,83.52,3,250.56,2024-06-29,10813,South
1188,Back,Electronics,169.09,9,1521.81,2023-03-15,10845,East
1189,Fund,Electronics,371.3,5,1856.5,2023-07-01,10140,North
1190,Edge,Home & Kitchen,243.25,2,486.5,2024-04-09,10666,North
1191,Something,Apparel,194.19,7,1359.33,2024-04-14,10261,West
1192,Item,Books,203.29,2,406.58,2022-08-27,10784,North
1193,Establish,Sports,235.13,4,940.52,2023-01-20,10419,North
1194,Wait,Apparel,394.66,7,2762.62,2023-06-11,10743,West
1195,Necessary,Sports,447.12,4,1788.48,2023-10-27,10240,West
1196,Nothing,Home & Kitchen,478.11,7,3346.77,2024-02-17,10354,East
1197,Upon,Home & Kitchen,395.58,7,2769.06,2024-05-22,10848,North
1198,Family,Electronics,164.55,1,164.55,2023-02-21,10769,East
1199,Drug,Books,347.19,6,2083.14,2024-01-30,10760,East
1200,Cultural,Sports,224.43,9,2019.87,2024-06-19,10588,South
1201,She,Apparel,134.79,2,269.58,2023-12-27,10179,North
1202,Read,Home & Kitchen,422.03,3,1266.09,2024-07-13,10065,North
1203,List,Electronics,28.83,5,144.15,2024-02-07,10819,South
1204,Water,Electronics,451.86,9,4066.74,2024-01-22,10347,East
1205,Value,Sports,236.12,4,944.48,2022-12-27,10170,North
1206,Manager,Home & Kitchen,322.23,1,322.23,2023-06-21,10473,East
1207,Effort,Books,333.08,4,1332.32,2024-05-30,10533,South
1208,Bring,Home & Kitchen,448.61,6,2691.66,2023-08-25,10366,West
1209,Up,Sports,321.97,5,1609.85,2024-03-25,10106,East
1210,Character,Sports,310.83,1,310.83,2022-10-01,10438,North
1211,Address,Home & Kitchen,42.66,4,170.64,2024-06-12,10834,West
1212,Accept,Sports,264.02,6,1584.12,2023-08-01,10226,East
1213,Sing,Home & Kitchen,83.58,4,334.32,2022-10-08,10443,East
1214,Federal,Apparel,371.34,9,3342.06,2024-05-31,10441,West
1215,Toward,Home & Kitchen,260.99,5,1304.95,2023-05-06,10395,West
1216,Purpose,Home & Kitchen,343.31,8,2746.48,2022-10-18,10727,West
1217,Dinner,Sports,30.42,9,273.78,2022-12-06,10580,North
1218,Probably,Sports,51.55,5,257.75,2022-09-28,10083,North
1219,Weight,Electronics,361.0,6,2166.0,2023-09-03,10614,East
1220,War,Electronics,45.32,1,45.32,2024-05-14,10550,East
1221,Soon,Apparel,44.92,7,314.44,2023-02-19,10012,South
1222,Worker,Electronics,15.93,4,63.72,2023-07-27,10808,North
1223,Foreign,Home & Kitchen,478.69,2,957.38,2022-09-15,10824,East
1224,Study,Sports,371.38,5,1856.9,2023-05-07,10692,West
1225,Radio,Electronics,183.09,3,549.27,2024-08-01,10492,West
1226,Six,Electronics,155.3,6,931.8,2023-02-15,10267,North
1227,Anything,Apparel,181.35,8,1450.8,2024-03-11,10524,West
1228,Guy,Apparel,389.58,7,2727.06,2023-06-26,10119,South
1229,Say,Home & Kitchen,334.07,3,1002.21,2024-08-13,10969,East
1230,Factor,Sports,100.75,8,806.0,2023-01-08,10352,East
1231,Door,Apparel,95.31,2,190.62,2024-04-11,10056,East
1232,Night,Electronics,58.21,9,523.89,2023-02-21,10039,North
1233,Forget,Sports,333.55,4,1334.2,2023-03-03,10885,West
1234,Lay,Sports,384.54,1,384.54,2023-02-26,10335,South
1235,Month,Electronics,139.87,8,1118.96,2023-02-14,10639,North
1236,Feel,Apparel,20.26,7,141.82,2024-05-17,10172,East
1237,Help,Electronics,50.26,5,251.3,2022-10-26,10546,South
1238,Meeting,Sports,484.25,5,2421.25,2023-04-20,10258,East
1239,Bank,Books,154.77,7,1083.39,2023-01-05,10887,East
1240,Many,Books,386.92,5,1934.6,2023-09-09,10516,North
1241,Personal,Home & Kitchen,316.09,8,2528.72,2022-11-26,10729,East
1242,Ask,Electronics,197.15,6,1182.9,2023-01-16,10522,South
1243,Natural,Electronics,110.79,5,553.95,2022-12-26,10893,East
1244,Investment,Home & Kitchen,69.48,9,625.32,2024-01-30,10838,West
1245,Why,Home & Kitchen,311.36,2,622.72,2023-08-03,10116,East
1246,Sound,Home & Kitchen,389.57,1,389.57,2023-11-21,10183,North
1247,Investment,Sports,325.51,8,2604.08,2024-01-02,10905,South
1248,Man,Electronics,269.85,3,809.55,2022-09-12,10873,North
1249,Determine,Sports,30.56,7,213.92,2022-11-08,10115,West
1250,Letter,Home & Kitchen,484.56,8,3876.48,2023-03-27,10161,East
1251,Purpose,Electronics,401.37,6,2408.22,2023-06-07,10578,North
1252,Air,Sports,153.48,9,1381.32,2023-10-08,10711,North
1253,Difference,Sports,490.19,7,3431.33,2024-02-18,10542,North
1254,Effect,Home & Kitchen,304.92,5,1524.6,2023-06-23,10586,North
1255,Clearly,Electronics,295.39,8,2363.12,2023-03-01,10236,West
1256,Build,Home & Kitchen,376.56,2,753.12,2022-09-14,10838,West
1257,Treatment,Electronics,407.77,7,2854.39,2022-10-06,10065,East
1258,Prove,Books,331.67,4,1326.68,2022-12-21,10069,East
1259,Near,Apparel,72.77,9,654.93,2023-02-19,10808,South
1260,See,Apparel,175.75,1,175.75,2023-11-05,10446,West
1261,Window,Apparel,464.76,7,3253.32,2023-07-04,10415,North
1262,Mean,Home & Kitchen,120.06,6,720.36,2022-11-29,10531,North
1263,Customer,Books,192.36,8,1538.88,2023-06-13,10440,South
1264,Realize,Electronics,221.72,5,1108.6,2022-12-09,10737,North
1265,Than,Sports,225.31,1,225.31,2024-06-16,10945,South
1266,Ball,Electronics,310.34,1,310.34,2023-09-30,10463,East
1267,Write,Sports,472.11,9,4248.99,2024-02-17,10920,West
1268,Avoid,Electronics,127.94,6,767.64,2024-01-20,10395,South
1269,Manager,Books,69.54,5,347.7,2023-12-02,10710,North
1270,Himself,Sports,106.76,1,106.76,2024-07-16,10550,South
1271,Strong,Home & Kitchen,444.59,6,2667.54,2024-02-16,10656,East
1272,When,Electronics,326.45,6,1958.7,2024-06-23,10556,North
1273,Onto,Electronics,150.09,3,450.27,2023-07-08,10394,East
1274,Cause,Sports,409.81,8,3278.48,2022-11-12,10325,East
1275,Test,Home & Kitchen,432.07,1,432.07,2024-03-26,10892,South
1276,Picture,Home & Kitchen,424.79,1,424.79,2022-10-20,10918,East
1277,Explain,Books,460.27,6,2761.62,2022-09-29,10090,North
1278,Think,Home & Kitchen,133.6,1,133.6,2024-04-24,10749,East
1279,Modern,Home & Kitchen,379.97,6,2279.82,2024-08-12,10069,East
1280,Less,Home & Kitchen,235.66,1,235.66,2023-04-12,10165,South
1281,Actually,Apparel,422.58,6,2535.48,2023-03-25,10641,East
1282,Fear,Books,366.96,3,1100.88,2023-12-15,10213,West
1283,Word,Electronics,390.46,8,3123.68,2023-05-04,10851,South
1284,Alone,Sports,331.52,6,1989.12,2024-06-03,10600,South
1285,Project,Electronics,96.94,1,96.94,2023-09-27,10334,North
1286,Last,Books,277.06,5,1385.3,2024-07-03,10763,North
1287,Leave,Sports,492.49,8,3939.92,2023-11-29,10368,North
1288,Talk,Books,469.32,3,1407.96,2023-09-01,10860,North
1289,Upon,Home & Kitchen,31.16,6,186.96,2023-01-21,10583,West
1290,Factor,Sports,90.76,5,453.8,2023-06-17,10676,South
1291,Hard,Home & Kitchen,74.55,6,447.3,2023-05-21,10048,East
1292,National,Electronics,365.73,1,365.73,2023-10-23,10051,North
1293,Movie,Electronics,410.71,7,2874.97,2024-01-26,10288,North
1294,Leader,Sports,114.62,9,1031.58,2023-04-17,10789,North
1295,Deal,Sports,257.87,2,515.74,2023-12-23,10625,East
1296,No,Books,421.94,5,2109.7,2024-04-08,10238,North
1297,Your,Books,369.07,4,1476.28,2024-01-25,10132,East
1298,Enter,Home & Kitchen,275.7,6,1654.2,2023-03-19,10998,South
1299,Senior,Sports,299.27,6,1795.62,2023-10-09,10785,South
1300,Mention,Electronics,259.1,2,518.2,2023-02-22,10165,South
1301,Night,Books,155.8,2,311.6,2022-10-20,10373,West
1302,Hotel,Books,286.86,4,1147.44,2023-03-06,10372,East
1303,Discuss,Electronics,347.55,1,347.55,2024-02-22,10804,North
1304,Model,Books,437.93,9,3941.37,2024-01-09,10477,North
1305,Source,Home & Kitchen,321.78,7,2252.46,2022-10-16,10754,North
1306,Above,Sports,382.95,7,2680.65,2023-12-04,10478,North
1307,Believe,Electronics,88.44,3,265.32,2023-04-03,10831,West
1308,Six,Sports,236.16,3,708.48,2023-01-24,10649,North
1309,Now,Books,14.57,1,14.57,2024-03-31,10590,West
1310,Best,Books,130.87,3,392.61,2023-06-28,10681,East
1311,Senior,Electronics,365.97,3,1097.91,2024-02-15,10634,South
1312,Each,Home & Kitchen,495.99,4,1983.96,2022-10-21,10687,North
1313,Product,Apparel,58.6,4,234.4,2023-09-22,10299,South
1314,Rule,Electronics,206.73,3,620.19,2023-01-12,10081,East
1315,Catch,Apparel,402.03,8,3216.24,2024-02-03,10086,East
1316,Industry,Apparel,109.98,8,879.84,2023-01-18,10224,North
1317,Far,Home & Kitchen,281.99,1,281.99,2024-07-11,10015,East
1318,Style,Apparel,369.2,7,2584.4,2023-07-08,10821,South
1319,To,Apparel,311.83,2,623.66,2023-03-22,10357,North
1320,Page,Home & Kitchen,102.13,1,102.13,2024-01-25,10162,West
1321,Within,Apparel,184.14,3,552.42,2022-10-04,10609,North
1322,Rise,Apparel,394.06,4,1576.24,2023-08-12,10667,South
1323,Participant,Apparel,281.57,6,1689.42,2024-08-13,10513,North
1324,Affect,Electronics,12.56,5,62.8,2023-08-08,10349,North
1325,Land,Electronics,382.89,4,1531.56,2024-03-19,10908,South
1326,Staff,Electronics,27.3,8,218.4,2023-10-21,10680,North
1327,Order,Home & Kitchen,375.41,4,1501.64,2023-03-09,10463,North
1328,Form,Books,109.22,2,218.44,2023-08-11,10826,South
1329,Forward,Apparel,479.46,3,1438.38,2024-05-15,10836,East
1330,Ball,Apparel,190.29,6,1141.74,2022-08-28,10374,South
1331,Various,Home & Kitchen,170.2,8,1361.6,2023-06-14,10091,North
1332,Like,Apparel,82.96,8,663.68,2023-11-01,10180,West
1333,Direction,Electronics,159.75,9,1437.75,2023-07-16,10742,West
1334,Happy,Books,439.56,7,3076.92,2023-07-01,10300,South
1335,Drop,Sports,498.2,2,996.4,2023-05-02,10659,West
1336,Nor,Apparel,190.47,8,1523.76,2023-05-19,10791,North
1337,Move,Electronics,229.82,7,1608.74,2023-11-18,10188,North
1338,Material,Sports,363.81,8,2910.48,2024-02-16,10858,South
1339,Only,Books,444.24,3,1332.72,2023-06-08,10861,North
1340,Here,Sports,300.59,7,2104.13,2023-06-17,10313,East
1341,Wife,Electronics,201.85,9,1816.65,2023-10-12,10492,North
1342,Himself,Sports,212.18,3,636.54,2024-02-17,10922,South
1343,Area,Home & Kitchen,350.85,6,2105.1,2024-02-10,10921,East
1344,Whom,Sports,11.58,2,23.16,2023-08-11,10127,East
1345,Same,Apparel,313.6,2,627.2,2023-07-02,10518,West
1346,Scene,Apparel,184.19,5,920.95,2022-09-27,10425,North
1347,Say,Home & Kitchen,399.16,5,1995.8,2024-03-25,10558,South
1348,Blue,Electronics,55.57,7,388.99,2022-09-18,10564,West
1349,Throughout,Apparel,298.22,2,596.44,2022-10-30,10186,West
1350,Meeting,Books,245.68,7,1719.76,2023-10-26,10549,North
1351,Maybe,Apparel,324.74,5,1623.7,2023-12-18,10452,North
1352,Truth,Apparel,41.78,6,250.68,2022-12-18,10470,South
1353,Main,Electronics,294.19,8,2353.52,2022-11-09,10987,West
1354,Experience,Sports,285.13,4,1140.52,2023-10-25,10737,South
1355,Available,Apparel,284.72,7,1993.04,2023-04-27,10564,West
1356,Meeting,Home & Kitchen,305.71,6,1834.26,2024-06-23,10910,West
1357,Move,Sports,341.47,2,682.94,2023-05-05,10223,West
1358,House,Books,404.44,8,3235.52,2023-08-08,10153,North
1359,Board,Electronics,142.21,9,1279.89,2022-11-27,10559,West
1360,National,Books,414.27,5,2071.35,2022-11-09,10350,West
1361,Property,Sports,254.15,4,1016.6,2023-08-29,10146,West
1362,Process,Sports,47.76,6,286.56,2023-05-15,10904,East
1363,Society,Sports,38.69,8,309.52,2024-05-25,10575,North
1364,Mother,Books,173.78,3,521.34,2024-04-08,10348,East
1365,Goal,Sports,394.6,1,394.6,2024-05-25,10181,North
1366,Bill,Books,356.76,4,1427.04,2023-04-15,10636,South
1367,Cold,Sports,396.42,4,1585.68,2023-07-26,10178,East
1368,Want,Home & Kitchen,263.46,1,263.46,2024-01-11,10038,South
1369,Four,Sports,225.7,9,2031.3,2022-12-28,10771,West
1370,Toward,Books,82.25,3,246.75,2024-05-09,10893,South
1371,Situation,Apparel,170.81,5,854.05,2024-03-11,10002,South
1372,Republican,Sports,222.67,6,1336.02,2024-03-13,10063,South
1373,Whole,Apparel,53.41,8,427.28,2024-08-11,10028,South
1374,History,Home & Kitchen,118.1,6,708.6,2024-05-22,10371,North
1375,Entire,Electronics,303.13,3,909.39,2024-01-12,10522,East
1376,Writer,Home & Kitchen,370.47,6,2222.82,2023-01-29,10096,North
1377,Home,Sports,499.19,1,499.19,2024-05-16,10869,North
1378,Grow,Apparel,467.23,4,1868.92,2023-02-16,10441,North
1379,Resource,Apparel,324.86,6,1949.16,2023-11-19,10202,South
1380,Economic,Books,216.41,7,1514.87,2023-12-08,10410,North
1381,Author,Apparel,321.73,3,965.19,2023-08-21,10992,East
1382,Travel,Books,394.97,9,3554.73,2023-05-21,10020,North
1383,Off,Electronics,67.98,7,475.86,2023-08-20,10550,West
1384,Thank,Sports,210.85,1,210.85,2022-12-07,10734,South
1385,Manager,Books,421.5,2,843.0,2022-10-03,10101,West
1386,Difference,Electronics,198.08,1,198.08,2023-05-08,10045,East
1387,Key,Apparel,290.22,9,2611.98,2024-05-09,10065,East
1388,Hospital,Apparel,298.01,9,2682.09,2024-07-21,10602,East
1389,One,Electronics,100.39,7,702.73,2023-07-18,10163,East
1390,Ready,Apparel,187.5,3,562.5,2022-11-26,10970,North
1391,Far,Electronics,173.91,5,869.55,2023-05-17,10110,South
1392,Across,Books,22.84,4,91.36,2024-05-12,10337,East
1393,Above,Books,21.85,7,152.95,2023-10-24,10122,West
1394,Plant,Electronics,417.53,9,3757.77,2022-09-06,10704,East
1395,Policy,Books,143.8,2,287.6,2023-05-17,10446,South
1396,Thing,Books,263.86,8,2110.88,2023-02-02,10610,West
1397,Southern,Books,156.38,9,1407.42,2024-06-19,10290,West
1398,Indeed,Home & Kitchen,470.93,9,4238.37,2023-12-07,10670,West
1399,Past,Sports,137.06,7,959.42,2022-11-22,10411,North
1400,Middle,Apparel,220.53,9,1984.77,2022-12-10,10614,East
1401,Without,Home & Kitchen,437.64,9,3938.76,2023-09-30,10896,North
1402,Picture,Books,422.55,3,1267.65,2022-12-03,10280,West
1403,Cold,Electronics,101.19,4,404.76,2024-08-01,10042,North
1404,Step,Books,403.3,2,806.6,2023-03-17,10485,North
1405,Degree,Sports,234.51,3,703.53,2024-07-31,10595,North
1406,Decision,Books,246.65,5,1233.25,2024-07-17,10962,East
